Date,Kurs
1980-12-12,0.098207026720047
1980-12-15,0.09308347851037979
1980-12-16,0.08625135570764542
1980-12-17,0.08838614821434021
1980-12-18,0.090948686003685
1980-12-19,0.09649914503097534
1980-12-22,0.10119575262069702
1980-12-23,0.10546614229679108
1980-12-24,0.11101660132408142
1980-12-26,0.12126443535089493
1980-12-29,0.1229722872376442
1980-12-30,0.11998351663351059
1980-12-31,0.11656787246465683
1981-01-02,0.11784875392913818
1981-01-05,0.11528697609901428
1981-01-06,0.11016266793012619
1981-01-07,0.10546614229679108
1981-01-08,0.10333133488893509
1981-01-09,0.10888180136680603
1981-01-12,0.1080278530716896
1981-01-13,0.10418520122766495
1981-01-14,0.10461215674877167
1981-01-15,0.10674699395895004
1981-01-16,0.1058930978178978
1981-01-19,0.11229746043682098
1981-01-20,0.10888180136680603
1981-01-21,0.11101660132408142
1981-01-22,0.11229746043682098
1981-01-23,0.11187056452035904
1981-01-26,0.11016266793012619
1981-01-27,0.10930874943733215
1981-01-28,0.1058930978178978
1981-01-29,0.10205039381980896
1981-01-30,0.09649914503097534
1981-02-02,0.090948686003685
1981-02-03,0.09436438232660294
1981-02-04,0.09778006374835968
1981-02-05,0.09778006374835968
1981-02-06,0.098207026720047
1981-02-09,0.09308347851037979
1981-02-10,0.09308347851037979
1981-02-11,0.09009480476379395
1981-02-12,0.08924006670713425
1981-02-13,0.08710525184869766
1981-02-17,0.08924006670713425
1981-02-18,0.09308347851037979
1981-02-19,0.08753225952386856
1981-02-20,0.08283567428588867
1981-02-23,0.08411657065153122
1981-02-24,0.0811278223991394
1981-02-25,0.08625135570764542
1981-02-26,0.08753225952386856
1981-02-27,0.09052175283432007
1981-03-02,0.090948686003685
1981-03-03,0.08966779708862305
1981-03-04,0.08881312608718872
1981-03-05,0.08838614821434021
1981-03-06,0.08753225952386856
1981-03-09,0.08070091158151627
1981-03-10,0.07685744017362595
1981-03-11,0.07386874407529831
1981-03-12,0.07685744017362595
1981-03-13,0.07600357383489609
1981-03-16,0.07899303734302521
1981-03-17,0.08283567428588867
1981-03-18,0.08795920014381409
1981-03-19,0.08710525184869766
1981-03-20,0.08795920014381409
1981-03-23,0.0913756936788559
1981-03-24,0.090948686003685
1981-03-25,0.08924006670713425
1981-03-26,0.08753225952386856
1981-03-27,0.08454354852437973
1981-03-30,0.08454354852437973
1981-03-31,0.08368958532810211
1981-04-01,0.08283567428588867
1981-04-02,0.09009480476379395
1981-04-03,0.09052175283432007
1981-04-06,0.08881312608718872
1981-04-07,0.08795920014381409
1981-04-08,0.09222958981990814
1981-04-09,0.0939374566078186
1981-04-10,0.09521827846765518
1981-04-13,0.09521827846765518
1981-04-14,0.09521827846765518
1981-04-15,0.09052175283432007
1981-04-16,0.08539743721485138
1981-04-20,0.08795920014381409
1981-04-21,0.0939374566078186
1981-04-22,0.09735311567783356
1981-04-23,0.09991487115621567
1981-04-24,0.09906099736690521
1981-04-27,0.098207026720047
1981-04-28,0.09649914503097534
1981-04-29,0.09521827846765518
1981-04-30,0.09692615270614624
1981-05-01,0.09692615270614624
1981-05-04,0.09649914503097534
1981-05-05,0.09607221186161041
1981-05-06,0.0935104712843895
1981-05-07,0.09479130059480667
1981-05-08,0.09564527869224548
1981-05-11,0.0935104712843895
1981-05-12,0.0935104712843895
1981-05-13,0.09308347851037979
1981-05-14,0.09180263429880142
1981-05-15,0.0939374566078186
1981-05-18,0.09564527869224548
1981-05-19,0.0939374566078186
1981-05-20,0.09692615270614624
1981-05-21,0.10247737914323807
1981-05-22,0.10717397183179855
1981-05-26,0.10674699395895004
1981-05-27,0.11272444576025009
1981-05-28,0.11272444576025009
1981-05-29,0.1131514236330986
1981-06-01,0.1131514236330986
1981-06-02,0.10760092735290527
1981-06-03,0.10760092735290527
1981-06-04,0.10973575711250305
1981-06-05,0.1080278530716896
1981-06-08,0.10418520122766495
1981-06-09,0.10632003843784332
1981-06-10,0.10760092735290527
1981-06-11,0.11229746043682098
1981-06-12,0.11101660132408142
1981-06-15,0.1105896458029747
1981-06-16,0.10845483094453812
1981-06-17,0.10674699395895004
1981-06-18,0.10632003843784332
1981-06-19,0.10333133488893509
1981-06-22,0.09948789328336716
1981-06-23,0.10119575262069702
1981-06-24,0.09863398224115372
1981-06-25,0.10076878219842911
1981-06-26,0.09948789328336716
1981-06-29,0.09607221186161041
1981-06-30,0.08881312608718872
1981-07-01,0.08795920014381409
1981-07-02,0.08795920014381409
1981-07-06,0.08497048169374466
1981-07-07,0.0858244076371193
1981-07-08,0.08924006670713425
1981-07-09,0.08240873366594315
1981-07-10,0.07600357383489609
1981-07-13,0.07771216332912445
1981-07-14,0.0811278223991394
1981-07-15,0.08326265215873718
1981-07-16,0.08539743721485138
1981-07-17,0.08838614821434021
1981-07-20,0.08240873366594315
1981-07-21,0.08198177814483643
1981-07-22,0.07728443294763565
1981-07-23,0.07942000776529312
1981-07-24,0.08198177814483643
1981-07-27,0.08539743721485138
1981-07-28,0.08240873366594315
1981-07-29,0.0811278223991394
1981-07-30,0.08411657065153122
1981-07-31,0.08539743721485138
1981-08-03,0.08454354852437973
1981-08-04,0.0858244076371193
1981-08-05,0.08838614821434021
1981-08-06,0.08625135570764542
1981-08-07,0.08625135570764542
1981-08-10,0.08625135570764542
1981-08-11,0.08368958532810211
1981-08-12,0.08198177814483643
1981-08-13,0.07942000776529312
1981-08-14,0.07813913375139236
1981-08-17,0.07557659596204758
1981-08-18,0.07386874407529831
1981-08-19,0.07301481813192368
1981-08-20,0.07386874407529831
1981-08-21,0.0687452033162117
1981-08-24,0.06447485834360123
1981-08-25,0.06618347018957138
1981-08-26,0.06490179151296616
1981-08-27,0.06532879918813705
1981-08-28,0.0687452033162117
1981-08-31,0.0687452033162117
1981-09-01,0.07301481813192368
1981-09-02,0.07429572939872742
1981-09-03,0.07045307755470276
1981-09-04,0.06959915161132812
1981-09-08,0.06746435910463333
1981-09-09,0.06746435910463333
1981-09-10,0.06789132207632065
1981-09-11,0.06703738123178482
1981-09-14,0.06490179151296616
1981-09-15,0.06319402158260345
1981-09-16,0.06191309541463852
1981-09-17,0.060205262154340744
1981-09-18,0.060632217675447464
1981-09-21,0.06105917692184448
1981-09-22,0.05764348804950714
1981-09-23,0.05636260285973549
1981-09-24,0.055935636162757874
1981-09-25,0.04867655783891678
1981-09-28,0.0491035133600235
1981-09-29,0.05166526511311531
1981-09-30,0.052092235535383224
1981-10-01,0.052092235535383224
1981-10-02,0.05636260285973549
1981-10-05,0.05807043984532356
1981-10-06,0.05764348804950714
1981-10-07,0.06105917692184448
1981-10-08,0.06319402158260345
1981-10-09,0.06362093985080719
1981-10-12,0.06575650721788406
1981-10-13,0.06575650721788406
1981-10-14,0.06191309541463852
1981-10-15,0.06319402158260345
1981-10-16,0.062340084463357925
1981-10-19,0.06362093985080719
1981-10-20,0.06703738123178482
1981-10-21,0.06703738123178482
1981-10-22,0.06661039590835571
1981-10-23,0.06490179151296616
1981-10-26,0.06490179151296616
1981-10-27,0.06618347018957138
1981-10-28,0.06831824779510498
1981-10-29,0.06746435910463333
1981-10-30,0.06831824779510498
1981-11-02,0.06831824779510498
1981-11-03,0.06746435910463333
1981-11-04,0.06575650721788406
1981-11-05,0.06105917692184448
1981-11-06,0.0614861436188221
1981-11-09,0.062340084463357925
1981-11-10,0.06276699155569077
1981-11-11,0.06447485834360123
1981-11-12,0.06661039590835571
1981-11-13,0.06191309541463852
1981-11-16,0.06105917692184448
1981-11-17,0.062340084463357925
1981-11-18,0.06447485834360123
1981-11-19,0.06447485834360123
1981-11-20,0.06490179151296616
1981-11-23,0.06191309541463852
1981-11-24,0.0614861436188221
1981-11-25,0.06276699155569077
1981-11-27,0.06447485834360123
1981-11-30,0.06362093985080719
1981-12-01,0.06362093985080719
1981-12-02,0.0640479028224945
1981-12-03,0.06319402158260345
1981-12-04,0.06490179151296616
1981-12-07,0.06532879918813705
1981-12-08,0.0640479028224945
1981-12-09,0.06447485834360123
1981-12-10,0.06447485834360123
1981-12-11,0.0640479028224945
1981-12-14,0.06191309541463852
1981-12-15,0.06362093985080719
1981-12-16,0.06661039590835571
1981-12-17,0.07216089218854904
1981-12-18,0.07813913375139236
1981-12-21,0.07472265511751175
1981-12-22,0.07600357383489609
1981-12-23,0.07429572939872742
1981-12-24,0.07472265511751175
1981-12-28,0.071306973695755
1981-12-29,0.07258786261081696
1981-12-30,0.07557659596204758
1981-12-31,0.07557659596204758
1982-01-04,0.07514961808919907
1982-01-05,0.071306973695755
1982-01-06,0.07045307755470276
1982-01-07,0.06490179151296616
1982-01-08,0.06789132207632065
1982-01-11,0.06362093985080719
1982-01-12,0.0614861436188221
1982-01-13,0.06105917692184448
1982-01-14,0.0640479028224945
1982-01-15,0.06831824779510498
1982-01-18,0.06959915161132812
1982-01-19,0.06789132207632065
1982-01-20,0.069172203540802
1982-01-21,0.07045307755470276
1982-01-22,0.07088002562522888
1982-01-25,0.0687452033162117
1982-01-26,0.06618347018957138
1982-01-27,0.06661039590835571
1982-01-28,0.0687452033162117
1982-01-29,0.06959915161132812
