obs_id,date,t_years,gold,silver,gas,oil,commodity_topics,price_gold,log_price_gold,dev_gold,price_silver,log_price_silver,dev_silver,label,IN
0,1970-01-01,0.0,0,1,0,1,"oil,silver",,,,1.5768083693360921,0.4554027846404176,0.0,0,0
1,1970-01-06,0.011904761904761904,1,0,0,0,gold,35.07514948901256,3.557492887961269,0.0,,,,0,0
2,1970-01-09,0.023809523809523808,1,1,1,1,"gas,gold,oil,silver",34.75804894045297,3.548411169375758,0.0,1.6124103763878574,0.4777301876084733,0.0,0,0
3,1970-01-14,0.03571428571428571,1,1,1,1,"gas,gold,oil,silver",34.84193263369292,3.550821622136187,0.0,1.5906020861935304,0.4641126151165059,0.0,0,0
4,1970-01-16,0.04365079365079365,1,1,1,1,"gas,gold,oil,silver",35.264961413278876,3.5628898764664028,0.0,1.6144128260240054,0.4789713153477921,0.0,0,0
5,1970-01-21,0.05555555555555555,1,1,1,1,"gas,gold,oil,silver",34.72642317413504,3.547500871936939,0.0,1.5928253413158715,0.4655093835583345,0.0,0,0
6,1970-01-26,0.06746031746031746,1,1,1,1,"gas,gold,oil,silver",34.13035652630922,3.5301872089909003,0.0,1.5662948382031254,0.4487128545617911,0.0,0,0
7,1970-01-29,0.07936507936507936,1,0,0,1,"gold,oil",33.89042665768986,3.523132575025988,0.0,,,,0,0
8,1970-02-03,0.09126984126984126,1,1,1,1,"gas,gold,oil,silver",33.823165372752875,3.5211459337906903,0.0,1.6086574379781222,0.4753999416625693,0.0,0,0
9,1970-02-06,0.10317460317460317,1,1,1,1,"gas,gold,oil,silver",34.30635712026137,3.535330675781914,0.0,1.5946422608037971,0.46664942318320995,0.0,0,0
10,1970-02-11,0.11507936507936507,1,1,1,1,"gas,gold,oil,silver",33.19892352554154,3.502517451467304,0.0,1.6125305686286713,0.4778047267972018,0.0,0,0
11,1970-02-16,0.12698412698412698,1,0,1,1,"gas,gold,oil",32.42350580306691,3.4788836475082388,0.0,,,,0,0
12,1970-02-18,0.1349206349206349,1,0,0,1,"gold,oil",32.830747453344955,3.491365498642234,0.0,,,,0,0
