obs_id,date,label,t_years,gold_price,silver_price,gold_log_price,silver_log_price,gold_dev,silver_dev,is_break,price_oil,price_gas
0,1970-01-01,0,0.0,34.539817313105296,1.5562537978060949,3.542112783564571,0.442281521585233,0.0,0.0,0,32.04999923706055,4.804999828338623
1,1970-01-06,0,0.0119047619047619,35.07514948901256,1.5681461085388253,3.557492887961269,0.4498940990531805,0.0,0.0,0,33.5454,4.814020946994961
2,1970-01-09,0,0.0238095238095238,34.75804894045297,1.5598629805963165,3.548411169375758,0.4445979844528269,0.0,0.0,0,33.013,5.152160273065792
3,1970-01-14,0,0.0357142857142857,34.84193263369292,1.5375681638578764,3.550821622136187,0.4302020539323085,0.0,0.0,0,34.623,5.192892539737955
4,1970-01-16,0,0.0436507936507936,35.26496141327888,1.5859571581105183,3.5628898764664028,0.4611881103071542,0.0,0.0,0,32.6868,4.70419275575708
5,1970-01-21,0,0.0555555555555555,34.72642317413504,1.581278582349432,3.547500871936939,0.4582337491244353,0.0,0.0,0,31.4331,4.94246722221993
6,1970-01-26,0,0.0674603174603174,34.13035652630922,1.5294422110418744,3.5301872089909003,0.424903100986807,0.0,0.0,0,30.0358,4.7646212826947485
7,1970-01-29,0,0.0793650793650793,33.89042665768986,1.5073575694479795,3.523132575025988,0.4103581638606922,0.0,0.0,0,28.5007,4.544173495304771
8,1970-02-03,0,0.0912698412698412,33.823165372752875,1.4924824891631732,3.5211459337906903,0.4004408336618054,0.0,0.0,0,27.6477,4.28283350958273
9,1970-02-06,0,0.1031746031746031,34.30635712026137,1.50346625773015,3.535330675781914,0.4077732807138322,0.0,0.0,0,25.944,4.436180538642124
10,1970-02-11,0,0.115079365079365,33.19892352554154,1.4198591994546863,3.502517451467304,0.3505577113833552,0.0,0.0,0,27.857,4.301539342926468
11,1970-02-16,0,0.1269841269841269,32.42350580306691,1.3702607532915243,3.4788836475082388,0.3150010525991374,0.0,0.0,0,28.2887,4.438719855399495
12,1970-02-18,0,0.1349206349206349,32.830747453344955,1.4120101069964504,3.491365498642234,0.3450142969749299,0.0,0.0,0,28.04,5.0562180538825405
13,1970-02-23,0,0.1468253968253968,33.155659017873866,1.3980457278891678,3.501213411500799,0.3350753527825167,0.0,0.0,0,27.8612,5.052627597356529
14,1970-02-26,0,0.1587301587301587,33.72216070324361,1.4117155035775426,3.518155208875648,0.3448056340518233,0.0,0.0,0,30.2204,5.171448950520338
15,1970-03-03,0,0.1706349206349206,33.20926202739512,1.3704627438786547,3.50282881374444,0.3151484520633333,0.0,0.0,0,30.0117,4.825348887620483
16,1970-03-06,0,0.1825396825396825,32.98376014643128,1.3400103114502957,3.496015323562469,0.2926773090453738,0.0,0.0,0,31.1549,5.048549229780478
17,1970-03-11,0,0.1944444444444444,32.8307393355376,1.3115789848309527,3.4913652513798663,0.2712317433157369,0.0,0.0,0,28.1327,4.963901288199574
18,1970-03-16,0,0.2063492063492063,32.433354171716424,1.2924563746616682,3.479187343022608,0.2565445741512523,0.0,0.0,0,28.3648,4.597526667179894
19,1970-03-19,0,0.2182539682539682,32.633829866220346,1.280021096653747,3.4853494762649704,0.2468765595564429,0.0,0.0,0,28.9835,4.7805562292422765
20,1970-03-23,0,0.2261904761904762,32.71675273765101,1.2735876694492856,3.4878872628502173,0.2418378544101133,0.0,0.0,0,29.5632,5.02495316271947
21,1970-03-26,0,0.238095238095238,33.2128394404589,1.303199653094839,3.502936531295923,0.2648225121107881,0.0,0.0,0,30.0759,4.495517273694035
22,1970-03-31,0,0.25,33.28719448079368,1.3282273031404754,3.505172772901721,0.2838451984110677,0.0,0.0,0,30.6184,4.582358136965495
23,1970-04-03,0,0.2619047619047619,33.0306239420588,1.3576309982951666,3.497435129386522,0.3057412678351081,0.0,0.0,0,31.3599,4.641455310118399
24,1970-04-08,0,0.2738095238095238,33.47120052349968,1.393102559216192,3.5106853832235227,0.3315333167940297,0.0,0.0,0,30.4201,4.334925905694231
25,1970-04-13,0,0.2857142857142857,33.22374614086765,1.3449741728833433,3.5032648654633487,0.2963748105522187,0.0,0.0,0,31.8758,4.408937226785751
26,1970-04-16,0,0.2976190476190476,32.9755800130424,1.3098440204523294,3.4957672879268475,0.2699080617668602,0.0,0.0,0,30.5711,4.400378769285144
27,1970-04-20,0,0.3055555555555556,32.405052075287315,1.269857964321811,3.4783143388923463,0.2389050550993554,0.0,0.0,0,31.7756,4.823026547237992
28,1970-04-23,0,0.3174603174603174,31.77848828870914,1.2185951572444986,3.458789591969283,0.1976986847922733,0.0,0.0,0,31.9245,5.166231544789406
29,1970-04-28,0,0.3293650793650793,32.63967467402459,1.2430749152537182,3.4855285629514,0.2175880804257973,0.0,0.0,0,31.8218,5.20338405210793
30,1970-05-01,0,0.3412698412698413,32.8068708421867,1.2414317778596695,3.4906379703488124,0.2162653730745421,0.0,0.0,0,31.4049,5.206868242233749
31,1970-05-06,0,0.3531746031746032,32.70944627834279,1.222959916810747,3.487663913199818,0.201274081687766,0.0,0.0,0,32.577,6.02092099532033
32,1970-05-11,0,0.365079365079365,31.89779933631611,1.1482801701688372,3.462537021088754,0.1382653187915732,0.0,0.0,0,32.2563,6.074093515077964
33,1970-05-14,0,0.376984126984127,31.93077594207441,1.1394096020204143,3.463570307780444,0.1305102352889739,0.0,0.0,0,32.6141,6.863374874879289
34,1970-05-19,0,0.3888888888888889,31.81773754898035,1.1507337045398711,3.460023918841277,0.140399742884879,0.0,0.0,0,31.1211,6.764587420207618
35,1970-05-21,0,0.3968253968253968,31.221886914372096,1.129649000386739,3.441119352542524,0.1219069653453562,0.0,0.0,0,31.2509,6.704621500973372
36,1970-05-26,0,0.4087301587301587,31.6456996572429,1.1624098979203057,3.454602267549704,0.1504953483102102,0.0,0.0,0,32.8325,6.798076173626427
37,1970-05-29,0,0.4206349206349206,31.902928273696663,1.131031127806125,3.4626978009915463,0.1231297191302496,0.0,0.0,0,33.6782,7.570815817207239
38,1970-06-03,0,0.4325396825396825,32.2269268748436,1.1673584427488484,3.472802341447058,0.1547434550289024,0.0,0.0,0,34.9889,7.561010302370906
39,1970-06-08,0,0.4444444444444444,31.80737734195632,1.1692231712281564,3.459698254765594,0.1563395720778717,0.0,0.0,0,36.031,7.564647908324599
40,1970-06-11,0,0.4563492063492063,32.05581952774227,1.180879812208745,3.4674787434122765,0.1662597642200564,0.0,0.0,0,36.3649,7.363460521686498
41,1970-06-16,0,0.4682539682539682,32.35068099074287,1.2157734432637703,3.476635071443828,0.1953804530800804,0.0,0.0,0,37.0575,8.21666962249324
42,1970-06-19,0,0.4801587301587302,32.41249930872919,1.216292403581154,3.478544129537492,0.1958072181086124,0.0,0.0,0,35.909,8.302461115260556
43,1970-06-23,0,0.4880952380952381,32.23512918171693,1.204488142265427,3.47305682625314,0.1860546984958356,0.0,0.0,0,38.7855,8.427701903442863
44,1970-06-26,0,0.5,31.244688525929966,1.1641184161406395,3.441849394566113,0.1519640762144764,0.0,0.0,0,38.1191,8.859160505000645
45,1970-07-01,0,0.5119047619047619,31.56441363898406,1.1674641379895427,3.452030335343675,0.1548339931636957,0.0,0.0,0,41.1177,8.657646052503045
46,1970-07-06,0,0.5238095238095238,31.330175554887887,1.179558560147571,3.44458170836008,0.1651402669142692,0.0,0.0,0,44.0962,7.970268993211061
47,1970-07-09,0,0.5357142857142857,31.711989072833017,1.1940244882235311,3.4566948135723736,0.1773295241600379,0.0,0.0,0,43.2767,7.655363913170684
48,1970-07-14,0,0.5476190476190477,32.260808960778405,1.2113388855535798,3.473853148662212,0.1917262648563832,0.0,0.0,0,43.9378,8.767432996662267
49,1970-07-17,0,0.5595238095238095,32.33935916790541,1.215302143438462,3.476285038488977,0.19499272360446,0.0,0.0,0,46.0757,8.245602193083677
50,1970-07-22,0,0.5714285714285714,32.43821301727284,1.2206260694227826,3.479337141949196,0.1993638987756382,0.0,0.0,0,45.1911,8.536258972476187
51,1970-07-24,0,0.5793650793650794,32.6905709794315,1.2570537893499445,3.4870866870697093,0.2287707205381855,0.0,0.0,0,47.3921,8.163229615105465
52,1970-07-29,0,0.5912698412698413,31.74232800855254,1.1909094479790223,3.4576510586137457,0.174717257238404,0.0,0.0,0,46.7648,8.021682253033054
53,1970-08-03,0,0.6031746031746031,31.879309522116625,1.1771275147402107,3.461957195033655,0.1630771611866477,0.0,0.0,0,46.5624,8.069211589091791
54,1970-08-06,0,0.6150793650793651,31.80940532899778,1.1898519169212591,3.4597620111190905,0.1738288598182263,0.0,0.0,0,46.7006,8.796560735380469
55,1970-08-11,0,0.626984126984127,32.17698107006071,1.1940518026236056,3.4712513233057884,0.1773523998111886,0.0,0.0,0,48.8016,9.408044745104112
56,1970-08-14,0,0.6388888888888888,32.60052980818853,1.204728168653055,3.4843285400255275,0.1862539553141916,0.0,0.0,0,46.3924,9.179551557288384
57,1970-08-19,0,0.6507936507936508,32.53808998968569,1.1927206640038273,3.482411402762842,0.1762369698517722,0.0,0.0,0,43.3211,9.205520117025756
58,1970-08-21,0,0.6587301587301587,32.05591875775806,1.1615098910879584,3.4674818389457447,0.1497207889802368,0.0,0.0,0,41.2166,9.04254458418936
59,1970-08-26,0,0.6706349206349206,31.73689947146604,1.1510757934834512,3.457480025117743,0.1406969776876656,0.0,0.0,0,41.3995,9.165865438080154
60,1970-08-31,0,0.6825396825396826,32.78599726700003,1.1861109658166784,3.490001511645511,0.1706798592819842,0.0,0.0,0,40.1102,8.539824224067404
61,1970-09-03,0,0.6944444444444444,34.09878305452081,1.2310707991186198,3.529261696101946,0.2078843590485759,0.0,0.0,0,41.0992,8.461957299042181
62,1970-09-08,0,0.7063492063492064,33.63363531957812,1.2103532675537352,3.515526617429483,0.1909122736535782,0.0,0.0,0,39.95,10.305881097826536
63,1970-09-11,0,0.7182539682539683,33.594435681633826,1.1823697555123502,3.514360448541905,0.1675206919877926,0.0,0.0,0,41.8414,10.025771724068594
64,1970-09-16,0,0.7301587301587301,32.993465488879146,1.1421222713228532,3.496309526370314,0.1328881732107582,0.0,0.0,0,39.6251,11.38657129136534
65,1970-09-21,0,0.7420634920634921,32.59057848077646,1.1037598937113786,3.4840232429458933,0.0987224366207771,0.0,0.0,0,43.084,11.328097851378256
66,1970-09-23,0,0.75,33.23221352550642,1.1237621176779058,3.503519692411213,0.1166820899961932,0.0,0.0,0,41.9978,11.372703625342144
67,1970-09-28,0,0.7619047619047619,32.947960181893194,1.1100704190674986,3.4949293525646503,0.1044234539133229,0.0,0.0,0,43.0227,10.984311623095165
68,1970-10-01,0,0.7738095238095238,33.25059328785783,1.094957763411139,3.504072610186519,0.0907157902972663,0.0,0.0,0,42.9978,10.311999799323257
69,1970-10-06,0,0.7857142857142857,33.266584150933234,1.0653526709575918,3.504553414213364,0.063305890783561,0.0,0.0,0,42.3239,9.478748615712169
70,1970-10-09,0,0.7976190476190477,32.306777453298544,1.0082843213244574,3.475277036493234,0.0082501946823877,0.0,0.0,0,43.6698,9.633263607173168
71,1970-10-14,0,0.8095238095238095,32.27487698828781,0.9698915727773314,3.47428912536333,-0.0305709943745564,0.0,0.0,0,43.5339,9.323255550469003
72,1970-10-19,0,0.8214285714285714,33.04640294227563,1.0005283254691817,3.4979127235296232,0.000528185954418,0.0,0.0,0,44.0192,9.426138963210212
73,1970-10-22,0,0.8333333333333334,32.75467833525732,0.9736972041256629,3.4890458018107022,-0.0266549023934943,0.0,0.0,0,42.0573,9.535330812063464
74,1970-10-26,0,0.8412698412698413,32.5896136801166,0.9530266779433508,3.4839936388398622,-0.0481123820751004,0.0,0.0,0,41.1004,9.941028702571922
75,1970-10-29,0,0.8531746031746031,33.60071800112073,0.946566678671536,3.514547435821817,-0.0549138631949153,0.0,0.0,0,40.2546,9.63307432064632
76,1970-11-03,0,0.8650793650793651,33.48505115136289,0.9360892850982904,3.5110991049511973,-0.0660444169916115,0.0,0.0,0,40.1503,10.12563622885838
77,1970-11-06,0,0.876984126984127,33.06888763007979,0.8994596591170823,3.498592889599419,-0.1059610747161197,0.0,0.0,0,42.2561,9.498398545630904
78,1970-11-11,0,0.8888888888888888,33.33567060870434,0.9198349178280176,3.506628013122941,-0.0835610621832805,0.0,0.0,0,41.6503,10.266871768437548
79,1970-11-16,0,0.9007936507936508,32.89349304381402,0.8842643507657628,3.493274858387036,-0.1229992217200556,0.0,0.0,0,43.1502,10.039801920539992
80,1970-11-19,0,0.9126984126984128,32.96795679565434,0.8754255515945832,3.49553608354228,-0.1330451661722412,0.0,0.0,0,41.3236,10.408338893441831
81,1970-11-23,0,0.9206349206349206,32.98822730652477,0.8708562218178031,3.4961507495295434,-0.1382783882954411,0.0,0.0,0,41.5366,10.420820233418452
82,1970-11-26,0,0.9325396825396826,32.04458328562512,0.8115430319737199,3.467128160834349,-0.2088178657393616,0.0,0.0,0,43.6025,10.044523080304597
83,1970-12-01,0,0.9444444444444444,31.934903837846026,0.7965884493862123,3.46369957582524,-0.2274171082314923,0.0,0.0,0,33.5649,11.000239920663656
84,1970-12-04,0,0.9563492063492064,31.98438913360861,0.7847289203621783,3.4652479441925563,-0.2424169452173128,0.0,0.0,0,34.6304,12.660988046859355
85,1970-12-09,0,0.9682539682539684,32.29566036651814,0.7803955058692338,3.47493286722454,-0.2479544290026665,0.0,0.0,0,34.0273,12.838408112027452
86,1970-12-14,0,0.98015873015873,32.413447676881795,0.7885731385817578,3.4785733884437406,-0.2375301202773009,0.0,0.0,0,35.3795,13.643922930581668
87,1970-12-17,0,0.992063492063492,33.0191838459324,0.808959398113665,3.497088721225047,-0.2120065509288711,0.0,0.0,0,30.9655,12.192909338096754
88,1970-12-22,0,1.003968253968254,32.61538409778098,0.7690618189374205,3.4847840819004983,-0.2625839239722271,0.0,0.0,0,29.1626,11.403079315684543
89,1970-12-24,0,1.011904761904762,32.62875649343455,0.7612584118181569,3.485194000575789,-0.2727824100116501,0.0,0.0,0,30.2246,10.975991089396684
90,1970-12-29,0,1.0238095238095235,33.19507836471091,0.7834154021291674,3.502401622906728,-0.2440921973243636,0.0,0.0,0,29.8628,10.76421797765014
91,1971-01-01,0,1.0357142857142858,33.459474342429424,0.7901885600160204,3.510334985406267,-0.2354836784368772,0.0,0.0,0,29.6863,10.98550337781118
92,1971-01-06,0,1.0476190476190477,33.803302417703975,0.8140967611059088,3.520558502381981,-0.2056760489067305,0.0,0.0,0,30.6078,10.74545267530422
93,1971-01-11,0,1.0595238095238095,33.388350355480505,0.7979270885782409,3.508207047388583,-0.2257380534030505,0.0,0.0,0,33.0582,10.368596622490609
