date,t_years,gold_price,silver_price,gold_log_price,silver_log_price,gold_dev,silver_dev,is_break,price_oil,price_gas
1970-01-01,0.0,34.539817313105296,1.5562537978060949,3.542112783564571,0.442281521585233,0.0,0.0,0,32.04999923706055,4.804999828338623
1970-01-02,0.0039682539682539,34.775253383049034,1.5396586890303303,3.5489060241395114,0.4315607613620836,0.0,0.0,0,33.3609,4.881348100089923
1970-01-05,0.0079365079365079,34.62578140267687,1.5280310449166417,3.544598531839194,0.4239800078917572,0.0,0.0,0,33.7146,4.855267007369391
1970-01-06,0.0119047619047619,35.07514948901256,1.5681461085388253,3.557492887961269,0.4498940990531805,0.0,0.0,0,33.5454,4.814020946994961
1970-01-07,0.0158730158730158,34.97190273564545,1.5550770532652085,3.5545449601082533,0.4415250963425814,0.0,0.0,0,33.3211,4.773209758759783
1970-01-08,0.0198412698412698,34.89582562487964,1.5742616622192884,3.55236721245228,0.4537863764706223,0.0,0.0,0,33.3237,5.026634507959158
1970-01-09,0.0238095238095238,34.75804894045297,1.5598629805963165,3.548411169375758,0.4445979844528269,0.0,0.0,0,33.013,5.152160273065792
1970-01-12,0.0277777777777777,34.89212874567579,1.5664562348490263,3.552261266397817,0.448815892844936,0.0,0.0,0,33.6887,5.06801611240201
1970-01-13,0.0317460317460317,34.834651720898414,1.544475219787149,3.550612630467366,0.4346841890827848,0.0,0.0,0,35.0035,5.1558367846886695
1970-01-14,0.0357142857142857,34.84193263369292,1.5375681638578764,3.550821622136187,0.4302020539323085,0.0,0.0,0,34.623,5.192892539737955
1970-01-15,0.0396825396825396,35.26204264549107,1.575228764518883,3.5628071062472952,0.4544005090438031,0.0,0.0,0,33.5078,4.868831978579188
1970-01-16,0.0436507936507936,35.26496141327888,1.5859571581105183,3.5628898764664028,0.4611881103071542,0.0,0.0,0,32.6868,4.70419275575708
1970-01-19,0.0476190476190476,35.156706171464,1.595630809142176,3.559815387298477,0.4672691496757978,0.0,0.0,0,32.5752,4.750266982646233
1970-01-20,0.0515873015873015,35.16620717472088,1.605536085830835,3.560085598040968,0.4734577106765512,0.0,0.0,0,31.8903,4.983688637883253
1970-01-21,0.0555555555555555,34.72642317413504,1.581278582349432,3.547500871936939,0.4582337491244353,0.0,0.0,0,31.4331,4.94246722221993
1970-01-22,0.0595238095238095,34.15616296095729,1.5107477517975785,3.5309430371124795,0.4126047281217883,0.0,0.0,0,30.9454,4.850071968358843
1970-01-23,0.0634920634920634,34.063365275508964,1.4904782516274824,3.528222474684572,0.3990970427027868,0.0,0.0,0,30.826,4.86431343641815
1970-01-26,0.0674603174603174,34.13035652630922,1.5294422110418744,3.5301872089909003,0.424903100986807,0.0,0.0,0,30.0358,4.7646212826947485
1970-01-27,0.0714285714285714,33.85863908630886,1.501487971580888,3.5221941835259862,0.4064565974740207,0.0,0.0,0,29.6639,4.715304083368515
1970-01-28,0.0753968253968253,33.93925908192735,1.5141066378487238,3.52457242933584,0.4148255870452489,0.0,0.0,0,29.1078,4.709914003600619
1970-01-29,0.0793650793650793,33.89042665768986,1.5073575694479795,3.523132575025988,0.4103581638606922,0.0,0.0,0,28.5007,4.544173495304771
1970-01-30,0.0833333333333333,34.14039922047615,1.5316427076484962,3.5304814109264,0.426340824567901,0.0,0.0,0,27.5449,4.667131260037565
1970-02-02,0.0873015873015873,33.800272309644214,1.5076104845110532,3.520468858954869,0.4105259368248765,0.0,0.0,0,27.9731,4.478646544616386
1970-02-03,0.0912698412698412,33.823165372752875,1.4924824891631732,3.5211459337906903,0.4004408336618054,0.0,0.0,0,27.6477,4.28283350958273
1970-02-04,0.0952380952380952,33.92216145882564,1.4854159907474291,3.52406853114664,0.3956948614754619,0.0,0.0,0,27.3313,4.308764927913628
1970-02-05,0.0992063492063492,34.264622385923936,1.5102667271392076,3.534113404575017,0.4122862757172801,0.0,0.0,0,26.0589,4.413484124421694
1970-02-06,0.1031746031746031,34.30635712026137,1.50346625773015,3.535330675781914,0.4077732807138322,0.0,0.0,0,25.944,4.436180538642124
1970-02-09,0.1071428571428571,34.2768014880082,1.4706414532773553,3.5344687838923434,0.3856986683858082,0.0,0.0,0,26.6162,4.416642865189786
1970-02-10,0.1111111111111111,33.90216631819648,1.452077374779198,3.523478915536319,0.3729952033982527,0.0,0.0,0,27.3114,4.370227965709736
1970-02-11,0.115079365079365,33.19892352554154,1.4198591994546863,3.502517451467304,0.3505577113833552,0.0,0.0,0,27.857,4.301539342926468
1970-02-12,0.119047619047619,32.63484860578956,1.3949235280411414,3.4853806930627718,0.3328395951622334,0.0,0.0,0,26.7846,4.452978586922119
1970-02-13,0.123015873015873,32.37057817042804,1.3890826773073977,3.477249929083184,0.3286435849002835,0.0,0.0,0,27.4413,4.498558065494802
1970-02-16,0.1269841269841269,32.42350580306691,1.3702607532915243,3.4788836475082388,0.3150010525991374,0.0,0.0,0,28.2887,4.438719855399495
1970-02-17,0.1309523809523809,32.84170958878491,1.4170109314125292,3.491699341353029,0.3485496751548131,0.0,0.0,0,27.9115,4.963359398063699
1970-02-18,0.1349206349206349,32.830747453344955,1.4120101069964504,3.491365498642234,0.3450142969749299,0.0,0.0,0,28.04,5.0562180538825405
1970-02-19,0.1388888888888889,32.788932521717314,1.3949604281622292,3.490091035331734,0.3328660479621844,0.0,0.0,0,28.1703,5.203172234641565
1970-02-20,0.1428571428571428,33.161882845471084,1.4102203339142854,3.50140110927851,0.3437459573693807,0.0,0.0,0,27.5599,5.162878574742256
1970-02-23,0.1468253968253968,33.155659017873866,1.3980457278891678,3.501213411500799,0.3350753527825167,0.0,0.0,0,27.8612,5.052627597356529
1970-02-24,0.1507936507936507,32.95941271774027,1.3674239366072516,3.4952768868528032,0.3129286315419814,0.0,0.0,0,29.1023,4.801759889424802
1970-02-25,0.1547619047619047,33.387173067964575,1.3911815432888583,3.5081717863391537,0.3301534172137922,0.0,0.0,0,29.0405,4.976734635806258
1970-02-26,0.1587301587301587,33.72216070324361,1.4117155035775426,3.518155208875648,0.3448056340518233,0.0,0.0,0,30.2204,5.171448950520338
1970-02-27,0.1626984126984127,33.49966302910774,1.3929843854378223,3.511535379947825,0.3314484854296197,0.0,0.0,0,30.6835,5.015027277169305
1970-03-02,0.1666666666666666,33.32331412180483,1.381982981122,3.5062572757920027,0.3235194105967143,0.0,0.0,0,30.8864,4.841134958173326
1970-03-03,0.1706349206349206,33.20926202739512,1.3704627438786547,3.50282881374444,0.3151484520633333,0.0,0.0,0,30.0117,4.825348887620483
1970-03-04,0.1746031746031746,32.76520972159968,1.3320859020495357,3.489367273252287,0.2867460610669204,0.0,0.0,0,30.2043,5.067310897867611
1970-03-05,0.1785714285714285,33.322473695010984,1.355950219647299,3.506232055089497,0.3045024776697739,0.0,0.0,0,30.3359,5.120245299860806
1970-03-06,0.1825396825396825,32.98376014643128,1.3400103114502957,3.496015323562469,0.2926773090453738,0.0,0.0,0,31.1549,5.048549229780478
1970-03-09,0.1865079365079365,33.46205973881725,1.348140768587843,3.5104122519072405,0.2987264347737074,0.0,0.0,0,29.2695,5.0341597151762505
1970-03-10,0.1904761904761904,33.40318450083115,1.3356189801617582,3.5086512397739344,0.2893948399490696,0.0,0.0,0,28.6913,4.798471675334361
