Date,Stock_Price
1970-01-01,34.539817313105296
1970-01-02,34.775253383049034
1970-01-05,34.62578140267687
1970-01-06,35.07514948901256
1970-01-07,34.97190273564545
1970-01-08,34.89582562487964
1970-01-09,34.75804894045297
1970-01-12,34.89212874567579
1970-01-13,34.834651720898414
1970-01-14,34.84193263369292
1970-01-15,35.26204264549107
1970-01-16,35.264961413278876
1970-01-19,35.156706171464
1970-01-20,35.16620717472088
1970-01-21,34.72642317413504
1970-01-22,34.15616296095729
1970-01-23,34.063365275508964
1970-01-26,34.13035652630922
1970-01-27,33.85863908630886
1970-01-28,33.93925908192735
1970-01-29,33.89042665768986
1970-01-30,34.14039922047615
1970-02-02,33.800272309644214
1970-02-03,33.823165372752875
1970-02-04,33.92216145882564
1970-02-05,34.264622385923936
1970-02-06,34.30635712026137
1970-02-09,34.2768014880082
1970-02-10,33.90216631819648
1970-02-11,33.19892352554154
1970-02-12,32.63484860578956
1970-02-13,32.37057817042804
1970-02-16,32.42350580306691
1970-02-17,32.84170958878491
1970-02-18,32.830747453344955
1970-02-19,32.788932521717314
1970-02-20,33.161882845471084
1970-02-23,33.155659017873866
1970-02-24,32.95941271774027
1970-02-25,33.387173067964575
1970-02-26,33.72216070324361
1970-02-27,33.49966302910774
1970-03-02,33.32331412180483
1970-03-03,33.20926202739512
1970-03-04,32.76520972159968
1970-03-05,33.322473695010984
1970-03-06,32.98376014643128
1970-03-09,33.46205973881725
1970-03-10,33.40318450083115
1970-03-11,32.8307393355376
1970-03-12,32.833686590169926
1970-03-13,32.59816864197866
1970-03-16,32.433354171716424
1970-03-17,32.08629338035978
1970-03-18,32.52823451036239
1970-03-19,32.633829866220346
1970-03-20,32.500719598619426
1970-03-23,32.71675273765101
1970-03-24,32.67783543757083
1970-03-25,33.0752848520045
1970-03-26,33.2128394404589
1970-03-27,32.76762713596763
1970-03-30,33.09657253190712
1970-03-31,33.28719448079368
1970-04-01,33.57590926925195
1970-04-02,33.434117264602286
1970-04-03,33.030623942058796
1970-04-06,33.2049398835096
1970-04-07,33.845733360919134
1970-04-08,33.47120052349968
1970-04-09,33.756685283040795
1970-04-10,33.7634424429424
1970-04-13,33.22374614086765
1970-04-14,33.32080784377288
1970-04-15,33.24978289647803
1970-04-16,32.9755800130424
1970-04-17,32.931345197524806
1970-04-20,32.405052075287315
1970-04-21,32.39566310183653
1970-04-22,32.08715569318618
1970-04-23,31.77848828870914
1970-04-24,31.850971295778255
1970-04-27,31.974948816650787
1970-04-28,32.63967467402459
1970-04-29,32.941451642757976
1970-04-30,32.947510430881835
1970-05-01,32.8068708421867
1970-05-04,32.790452574680295
1970-05-05,32.70586542198287
1970-05-06,32.70944627834279
1970-05-07,32.49438788763573
1970-05-08,31.465044027734855
1970-05-11,31.89779933631611
1970-05-12,31.536189845826453
1970-05-13,31.905107574120123
1970-05-14,31.930775942074412
1970-05-15,31.953397613338005
1970-05-18,32.140868941027726
1970-05-19,31.81773754898035
1970-05-20,31.61101558818006
1970-05-21,31.221886914372096
1970-05-22,31.2297128331578
1970-05-25,31.78243881793427
1970-05-26,31.6456996572429
1970-05-27,31.776061859443256
1970-05-28,31.86605769151024
1970-05-29,31.902928273696666
1970-06-01,31.82743128211096
1970-06-02,32.218270078959
1970-06-03,32.2269268748436
1970-06-04,32.058875397155006
1970-06-05,31.491911174174984
1970-06-08,31.80737734195632
1970-06-09,32.031232600837534
1970-06-10,32.11073960517584
1970-06-11,32.05581952774227
1970-06-12,32.55468350795839
1970-06-15,32.54620753772655
1970-06-16,32.35068099074287
1970-06-17,32.525557042124895
1970-06-18,32.423664395081396
1970-06-19,32.41249930872919
1970-06-22,32.29598643140956
